row,candidate,chamber,incumbent,stateDist,candStem,lname,generalElec,party,nominateAdj,duckM,fname,state,candStemDIME,recipient.cfscore,dwdime,recipient.cfscore.dyn,district,gen.vote.pct,...1,avgIdeal,idealTwitter,idealWeb,twWeight,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,partyLeader,followersCampaign,followersOfficial,house,rep,webIdeal,twIdeal,prob,diff,year
2378,Tom Guild,House,0,OK-05,OK-05-guild_tom-,guild,0,D,NA,NA,thomas,OK,OK-05-guild_thomas-,-1.035,-1.131,-1.105,OK05,NA,2035,-0.84,NA,-0.84,0,0,0,0,NA,-0.870059059,0.5,-0.84,0.0492,1424,NA,NA,NA,0,NA,NA,1,0,-0.84,NA,0.2,-0.195,2020
2379,Amanda Siebe,House,0,OR-01,OR-01-siebe_amanda-,siebe,0,D,NA,NA,amanda,OR,OR-01-siebe_amanda-,-1.13,-1.192,-1.13,OR01,NA,2045,-1.25,-1.43,-1.11,0.45,0,0,0,NA,-0.870059059,0.5,-1.11,0.0297,3233,-1.43,0.0091,31300,0,9826,NA,1,0,-1.11,-1.43,0.11,0.12,2020
2380,Army Murray,House,0,OR-01,OR-01-murray_army-,murray,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2046,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2381,Heidi Briones,House,0,OR-01,OR-01-briones_heidi-,briones,0,D,NA,NA,heidi,OR,OR-01-briones_heidi-,-1.19,-1.222,-1.19,OR01,NA,2048,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2382,Ricky Barajas,House,0,OR-01,OR-01-barajas_ricky-,barajas,0,D,NA,NA,ricardo,OR,OR-01-barajas_ricardo-,-1.081,NA,-1.081,OR01,NA,2049,-0.97,-1.26,-0.94,0.08,0,0,0,NA,-0.870059059,0.5,-0.94,0.0534,1006,-1.26,0.0491,1077,0,165,NA,1,0,-0.94,-1.26,0.17,-0.111,2020
2383,Chris Vaughn,House,0,OR-02,OR-02-vaughn_chris-,vaughn,0,D,NA,NA,chris,OR,OR-02-vaughn_chris-,-1.267,NA,-1.267,OR02,NA,2052,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2384,David Campbell,House,0,OR-02,OR-02-campbell_david-,campbell,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2054,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2385,Glenn Carey,House,0,OR-02,OR-02-carey_glenn-,carey,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2055,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2386,Isabella Tibbetts,House,0,OR-02,OR-02-tibbetts_isabella-,tibbetts,0,D,NA,NA,isabella,OR,OR-02-tibbetts_isabella-,-1.116,NA,-1.116,OR02,NA,2056,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2387,Jack Howard,House,0,OR-02,OR-02-howard_jack-,howard,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2057,-0.92,NA,-0.92,0,0,0,0,NA,-0.870059059,0.5,-0.92,0.0686,686,NA,NA,NA,0,47,NA,1,0,-0.92,NA,0.18,NA,2020
2388,Jason Atkinson,House,0,OR-02,OR-02-atkinson_jason-,atkinson,0,R,NA,NA,jason,OR,OR-02-atkinson_jason-,1.131,0.762,1.418,OR02,NA,2058,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2389,Jeff Smith,House,0,OR-02,OR-02-smith_jeff-,smith,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2059,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2390,Jimmy Crumpacker,House,0,OR-02,OR-02-crumpacker_jimmy-,crumpacker,0,R,NA,NA,jimmy,OR,OR-02-crumpacker_jimmy-,0.803,0.55,0.782,OR02,NA,2060,1.36,1.42,1.34,0.22,0,0,0,NA,1.034735001,0.5,1.34,0.0791,308,1.42,0.0415,1005,0,NA,NA,1,1,1.34,1.42,0.91,-0.557,2020
2391,John Holm,House,0,OR-02,OR-02-holm_john-,holm,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2061,-0.67,-0.91,-0.66,0.04,0,0,0,NA,-0.870059059,0.5,-0.66,0.0681,667,-0.91,0.0939,337,0,NA,NA,1,0,-0.66,-0.91,0.25,NA,2020
2392,Justin Livingston,House,0,OR-02,OR-02-livingston_justin-,livingston,0,R,NA,NA,justin,OR,OR-02-livingston_justin-,0.473,NA,0.473,OR02,NA,2062,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2393,Kenneth Medenbach,House,0,OR-02,OR-02-medenbach_kenneth-,medenbach,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2063,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2394,Knute Buehler,House,0,OR-02,OR-02-buehler_knute-,buehler,0,R,NA,NA,knute,OR,OR-02-buehler_knute-,0.963,0.69,1.033,OR02,NA,2064,1.27,1.27,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.27,0.0187,6261,0,NA,NA,1,1,NA,1.27,0.9,-0.307,2020
2395,Mark Roberts,House,0,OR-02,OR-02-roberts_mark-,roberts,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065,1.07,NA,1.07,0,0,0,0,NA,1.034735001,0.5,1.07,0.0469,1156,NA,NA,NA,0,NA,NA,1,1,1.07,NA,0.86,NA,2020
2396,Nik Heuertz,House,0,OR-02,OR-02-heuertz_nik-,heuertz,0,D,NA,NA,nick,OR,OR-02-heuertz_nick-,-1.102,NA,-1.102,OR02,NA,2066,-0.91,-1.38,-0.91,0.01,0,0,0,NA,-0.870059059,0.5,-0.91,0.0413,1903,-1.38,0.1092,205,0,NA,NA,1,0,-0.91,-1.38,0.18,-0.192,2020
2397,Travis Fager,House,0,OR-02,OR-02-fager_travis-,fager,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2067,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2398,Albert Lee,House,0,OR-03,OR-03-lee_albert-,lee,0,D,NA,NA,albert,OR,OR-03-lee_albert-,-1.117,-1.303,-1.117,OR03,NA,2068,-1.37,-1.6,-0.92,0.66,1,0,0,-1.66,-1.657822485,0.5,-0.92,0.0417,1855,-1.6,0.0064,41784,0,27812,NA,1,0,-0.92,-1.6,0.09,0.253,2020
2399,Charles Rand Barnett,House,0,OR-03,OR-03-barnett_charlesrand-,barnett,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2069,-0.65,NA,-0.65,0,0,0,0,NA,-0.870059059,0.5,-0.65,0.0531,1234,NA,NA,NA,0,NA,NA,1,0,-0.65,NA,0.26,NA,2020
2400,Dane Wilcox,House,0,OR-03,OR-03-wilcox_dane-,wilcox,0,D,NA,NA,dane,OR,OR-03-wilcox_dane-,-1.167,NA,-1.167,OR03,NA,2070,-0.88,-1.52,-0.69,0.23,0,0,0,NA,-0.870059059,0.5,-0.69,0.042,1992,-1.52,0.0165,6889,0,96,NA,1,0,-0.69,-1.52,0.19,-0.287,2020
2401,Frank Hecker,House,0,OR-03,OR-03-hecker_frank-,hecker,0,R,NA,NA,frank,OR,OR-03-hecker_frank-,1.718,NA,1.718,OR03,NA,2072,1.01,NA,1.01,0,0,0,0,NA,1.034735001,0.5,1.01,0.0379,1632,NA,NA,NA,0,NA,NA,1,1,1.01,NA,0.84,0.708,2020
2402,Marc Koller,House,0,OR-03,OR-03-koller_marc-,koller,0,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2403,Matthew Davis,House,0,OR-03,OR-03-davis_matthew-,davis,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2075,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2404,Tom Harrison,House,0,OR-03,OR-03-harrison_tom-,harrison,0,R,NA,NA,thomas,OR,OR-03-harrison_thomas-,1.295,NA,1.322,OR03,NA,2076,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2405,Art Robinson,House,0,OR-04,OR-04-robinson_art-,robinson,0,R,NA,NA,art,OR,OR-04-robinson_art-,1.447,1.713,1.511,OR04,NA,2078,1.06,1.06,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.06,0.0575,629,0,NA,NA,1,1,NA,1.06,0.86,0.387,2020
2406,Cassidy Clausen,House,0,OR-04,OR-04-clausen_cassidy-,clausen,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2079,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2407,Doyle Canning,House,0,OR-04,OR-04-canning_doyle-,canning,0,D,NA,NA,doyle,OR,OR-04-canning_doyle-,-1.089,-1.197,-1.099,OR04,NA,2080,-1.48,-1.48,NA,1,1,0,0,-1.66,-1.657822485,0.5,NA,NA,NA,-1.48,0.0112,17790,0,3282,NA,1,0,NA,-1.48,0.07,0.391,2020
2408,Nelson Ijih,House,0,OR-04,OR-04-ijih_nelson-,ijih,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2081,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,1325,NA,1,1,NA,NA,NA,NA,2020
2409,Angela Roman,House,0,OR-05,OR-05-roman_angela-,roman,0,R,NA,NA,angela,OR,OR-05-roman_angela-,1.555,NA,1.555,OR05,NA,2084,1.45,1.81,1.41,0.09,0,0,0,NA,1.034735001,0.5,1.41,0.0766,310,1.81,0.0605,359,0,14900,NA,1,1,1.41,1.81,0.93,0.105,2020
2410,Blair Reynolds,House,0,OR-05,OR-05-reynolds_blair-,reynolds,0,D,NA,NA,blair,OR,OR-05-reynolds_blair-,-1.036,NA,-1.036,OR05,NA,2085,-1.01,-1.24,-0.72,0.55,0,0,0,NA,-0.870059059,0.5,-0.72,0.0837,474,-1.24,0.0202,6799,0,1951,NA,1,0,-0.72,-1.24,0.16,-0.026,2020
2411,G. Shane Dinkel,House,0,OR-05,OR-05-dinkel_gshane-,dinkel,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2086,1.19,NA,1.19,0,0,0,0,NA,1.034735001,0.5,1.19,0.0871,349,NA,NA,NA,0,NA,NA,1,1,1.19,NA,0.88,NA,2020
2412,Joey Nations,House,0,OR-05,OR-05-nations_joey-,nations,0,R,NA,NA,joey,OR,OR-05-nations_joey-,1.644,NA,1.644,OR05,NA,2087,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2413,Mark Gamba,House,0,OR-05,OR-05-gamba_mark-,gamba,0,D,NA,NA,mark,OR,OR-05-gamba_mark-,-1.076,-1.147,-1.093,OR05,NA,2089,-1.06,-1.46,-1.01,0.12,1,0,0,-1.66,-1.657822485,0.5,-1.01,0.0246,4702,-1.46,0.017,7373,0,3453,NA,1,0,-1.01,-1.46,0.14,-0.016,2020
2414,Andy Meehan,House,0,PA-01,PA-01-meehan_andy-,meehan,0,R,NA,NA,andrew,PA,PA-01-meehan_andrew-,0.937,NA,0.937,PA01,NA,2096,1.29,1.7,1.12,0.3,0,0,0,NA,1.034735001,0.5,1.12,0.0372,1362,1.7,0.0162,6745,0,623,NA,1,1,1.12,1.7,0.9,-0.353,2020
2415,Debra Wachspress,House,0,PA-01,PA-01-wachspress_debra-,wachspress,0,D,NA,NA,debbie,PA,PA-01-wachspress_debbie-,-1.001,-1.094,-1.001,PA01,NA,2099,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2416,Skylar Hurwitz,House,0,PA-01,PA-01-hurwitz_skylar-,hurwitz,0,D,NA,NA,skylar,PA,PA-01-hurwitz_skylar-,-1.109,-1.058,-1.109,PA01,NA,2100,-0.95,NA,-0.95,0,0,0,0,NA,-0.870059059,0.5,-0.95,0.0399,1907,NA,NA,NA,0,NA,NA,1,0,-0.95,NA,0.17,-0.159,2020
2417,Steve Scheetz,House,0,PA-01,PA-01-scheetz_steve-,scheetz,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2101,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2418,Joanne Mantilla,House,0,PA-02,PA-02-mantilla_joanne-,mantilla,0,D,NA,NA,joanne,PA,PA-02-mantilla_joanne-,-1.139,NA,-1.139,PA02,NA,2104,-1,-1.27,-0.97,0.11,0,0,0,NA,-0.870059059,0.5,-0.97,0.0589,903,-1.27,0.0464,1267,0,NA,NA,1,0,-0.97,-1.27,0.16,-0.139,2020
2419,Salem Snow,House,0,PA-02,PA-02-snow_salem-,snow,0,D,NA,NA,salem,PA,PA-02-snow_salem-,-1.073,-1.295,-1.157,PA02,NA,2105,-1.5,-1.7,-1.38,0.37,0,0,0,NA,-0.870059059,0.5,-1.38,0.0209,4569,-1.7,0.0066,31423,0,7800,NA,1,0,-1.38,-1.7,0.07,0.427,2020
2420,Eoin Callan,House,0,PA-04,PA-04-callan_eoin-,callan,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2108,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2421,Joe Billie,House,0,PA-05,PA-05-billie_joe-,billie,0,R,NA,NA,joseph,PA,PA-05-billie_joseph-,1.427,NA,1.38,PA05,NA,2112,1.54,1.54,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.54,0.0128,10603,0,16297,NA,1,1,NA,1.54,0.94,-0.113,2020
2422,Robert Jordan,House,0,PA-05,PA-05-jordan_robert-,jordan,0,R,NA,NA,robert,PA,PA-05-jordan_robert-,1.233,NA,1.233,PA05,NA,2114,1.01,NA,1.01,0,0,0,0,NA,1.034735001,0.5,1.01,0.0769,393,NA,NA,NA,0,NA,NA,1,1,1.01,NA,0.84,0.223,2020
2423,Everett Stern,House,0,PA-06,PA-06-stern_everett-,stern,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2424,John McHugh,House,0,PA-06,PA-06-mchugh_john-,mchugh,0,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2425,Tom Siedenbuehl,House,0,PA-06,PA-06-siedenbuehl_tom-,siedenbuehl,0,R,NA,NA,thomas,PA,PA-06-siedenbuehl_thomas-,1.693,NA,1.693,PA06,NA,2119,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2426,Dean Browning,House,0,PA-07,PA-07-browning_dean-,browning,0,R,NA,NA,dean,PA,PA-07-browning_dean-,1.312,0.752,1.383,PA07,NA,2120,1.52,1.82,1.2,0.52,0,0,0,NA,1.034735001,0.5,1.2,0.0566,615,1.82,0.0127,7704,0,54413,NA,1,1,1.2,1.82,0.94,-0.208,2020
2427,Matt Connolly,House,0,PA-07,PA-07-connolly_matt-,connolly,0,R,NA,NA,matthew,PA,PA-07-connolly_matthew-,1.417,NA,1.568,PA07,NA,2122,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,138,NA,1,1,NA,NA,NA,NA,2020
2428,Earl Granville,House,0,PA-08,PA-08-granville_earl-,granville,0,R,NA,NA,earl,PA,PA-08-granville_earl-,1.327,1.164,1.327,PA08,NA,2124,0.97,NA,0.97,0,0,0,0,NA,1.034735001,0.5,0.97,0.0868,327,NA,NA,NA,0,NA,NA,1,1,0.97,NA,0.83,0.357,2020
2429,Harry Haas,House,0,PA-08,PA-08-haas_harry-,haas,0,R,NA,NA,harry,PA,PA-08-haas_harry-,1.277,NA,1.277,PA08,NA,2125,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2430,Mike Cammisa,House,0,PA-08,PA-08-cammisa_mike-,cammisa,0,R,NA,NA,mike,PA,PA-08-cammisa_mike-,0.603,NA,0.603,PA08,NA,2128,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2431,Mike Marsicano,House,0,PA-08,PA-08-marsicano_mike-,marsicano,0,R,NA,NA,michael,PA,PA-08-marsicano_michael-,-0.278,NA,-0.109,PA08,NA,2129,0.96,NA,0.96,0,0,0,0,NA,1.034735001,0.5,0.96,0.0323,1488,NA,NA,NA,0,NA,NA,1,1,0.96,NA,0.83,-1.238,2020
2432,Teddy Daniels,House,0,PA-08,PA-08-daniels_teddy-,daniels,0,R,NA,NA,teddy,PA,PA-08-daniels_teddy-,1.42,1.758,1.335,PA08,NA,2130,1.37,1.74,1.21,0.31,0,0,0,NA,1.034735001,0.5,1.21,0.0705,378,1.74,0.0257,1973,0,4661,NA,1,1,1.21,1.74,0.91,0.05,2020
2433,Laura Quick,House,0,PA-09,PA-09-quick_laura-,quick,0,D,NA,NA,laura,PA,PA-09-quick_laura-,-1.132,-1.105,-1.199,PA09,NA,2133,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2434,Tom Brier,House,0,PA-10,PA-10-brier_tom-,brier,0,D,NA,NA,thomas,PA,PA-10-brier_thomas-,-0.609,-0.747,-0.609,PA10,NA,2136,-0.65,NA,-0.65,0,0,0,0,NA,-0.870059059,0.5,-0.65,0.0499,1487,NA,NA,NA,0,NA,NA,1,0,-0.65,NA,0.26,0.041,2020
2435,Paul Daigle,House,0,PA-11,PA-11-daigle_paul-,daigle,0,D,NA,NA,paul,PA,PA-11-daigle_paul-,-1.144,NA,-1.144,PA11,NA,2138,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2436,Daniel Smith Jr.,House,0,PA-16,PA-16-smithjr_daniel-,smith,0,D,NA,NA,daniel,PA,PA-16-smith_daniel-,-1.022,-1.136,-1.092,PA16,NA,2148,-1.01,-1.14,-0.6,0.75,0,0,0,NA,-0.870059059,0.5,-0.6,0.1004,316,-1.14,0.0167,11195,0,3058,NA,1,0,-0.6,-1.14,0.16,-0.012,2020
2437,Edward DeSantis,House,0,PA-16,PA-16-desantis_edward-,desantis,0,D,NA,NA,edward,PA,PA-16-desantis_edward-,-0.994,NA,-0.994,PA16,NA,2149,-0.65,NA,-0.65,0,0,0,0,NA,-0.870059059,0.5,-0.65,0.0751,599,NA,NA,NA,0,NA,NA,1,0,-0.65,NA,0.26,-0.344,2020
2438,Luisa Sonnek,House,0,PA-16,PA-16-sonnek_luisa-,sonnek,0,D,NA,NA,luisa,PA,PA-16-sonnek_luisa-,-1.134,NA,-1.134,PA16,NA,2151,-1.68,-1.68,NA,1,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.68,0.0675,346,0,NA,NA,1,0,NA,-1.68,0.05,0.546,2020
2439,Matt Cady,House,0,PA-16,PA-16-cady_matt-,cady,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2152,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2440,Brian Thomsen,House,0,PA-17,PA-17-thomsen_brian-,thomsen,0,R,NA,NA,brian,PA,PA-17-thomsen_brian-,1.423,NA,1.423,PA17,NA,2154,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2441,Jesse Vodvarka,House,0,PA-17,PA-17-vodvarka_jesse-,vodvarka,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2156,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2442,Scott Timko,House,0,PA-17,PA-17-timko_scott-,timko,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2157,1.66,1.66,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.66,0.0148,6940,0,166,NA,1,1,NA,1.66,0.95,NA,2020
2443,Don Nevills,House,0,PA-18,PA-18-nevills_don-,nevills,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2159,1.08,NA,1.08,0,0,0,0,NA,1.034735001,0.5,1.08,0.0531,877,NA,NA,NA,0,53,NA,1,1,1.08,NA,0.86,NA,2020
2444,Gerald Dickinson,House,0,PA-18,PA-18-dickinson_gerald-,dickinson,0,D,NA,NA,gerald,PA,PA-18-dickinson_gerald-,-0.879,-1.294,-0.859,PA18,NA,2160,-1.38,-0.53,-1.5,0.12,0,0,0,NA,-0.870059059,0.5,-1.5,0.051,490,-0.53,0.0677,781,0,1157,NA,1,0,-1.5,-0.53,0.08,0.501,2020
2445,Kimberly Mack,House,0,PA-18,PA-18-mack_kimberly-,mack,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2161,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2446,Donald Robbio,House,0,RI-02,RI-02-robbio_donald-,robbio,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2169,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
2447,Dylan Conley,House,0,RI-02,RI-02-conley_dylan-,conley,0,D,NA,NA,dylan,RI,RI-02-conley_dylan-,-0.675,-1.045,-0.675,RI02,NA,2170,-1.24,NA,-1.24,0,0,0,0,NA,-0.870059059,0.5,-1.24,0.0309,2227,NA,NA,NA,0,NA,NA,1,0,-1.24,NA,0.11,0.565,2020
2448,Brad Mole,House,0,SC-01,SC-01-mole_brad-,mole,0,R,NA,NA,brad,SC,SC-01-mole_brad-,1.394,NA,1.394,SC01,NA,2176,1.34,1.34,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.34,0.0268,3736,0,NA,NA,1,1,NA,1.34,0.91,0.054,2020
2449,Chris Cox,House,0,SC-01,SC-01-cox_chris-,cox,0,R,NA,NA,chris,SC,SC-01-cox_chris-,1.426,1.187,1.426,SC01,NA,2177,1.18,1.44,1.17,0.04,0,0,0,NA,1.034735001,0.5,1.17,0.0463,941,1.44,0.0657,417,0,1348,NA,1,1,1.17,1.44,0.88,0.246,2020
2450,Kathy Landing,House,0,SC-01,SC-01-landing_kathy-,landing,0,R,NA,NA,katherine,SC,SC-01-landing_katherine-,1.408,1.76,1.408,SC01,NA,2179,0.97,NA,0.97,0,0,0,0,NA,1.034735001,0.5,0.97,0.0462,909,NA,NA,NA,0,NA,NA,1,1,0.97,NA,0.83,0.438,2020
2451,Michael Covert,House,0,SC-01,SC-01-covert_michael-,covert,0,R,NA,NA,michael,SC,SC-01-covert_michael-,1.463,1.755,1.463,SC01,NA,2180,1.62,1.62,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.62,0.0166,7157,0,1186,NA,1,1,NA,1.62,0.95,-0.157,2020
2452,Phil Norris,House,0,SC-01,SC-01-norris_phil-,norris,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2182,1.52,1.52,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.52,0.0411,1211,0,NA,NA,1,1,NA,1.52,0.94,NA,2020
2453,Brenda Sanders,House,0,SC-02,SC-02-sanders_brenda-,sanders,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2184,-1.27,-1.27,NA,1,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.27,0.0215,6231,0,330,NA,1,0,NA,-1.27,0.1,NA,2020
2454,Lawrence Nathaniel,House,0,SC-02,SC-02-nathaniel_lawrence-,nathaniel,0,D,NA,NA,lawrence,SC,SC-02-nathaniel_lawrence-,-0.963,NA,-0.963,SC02,NA,2186,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
2455,Michael Bishop,House,0,SC-02,SC-02-bishop_michael-,bishop,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2187,1.18,NA,1.18,0,0,0,0,NA,1.034735001,0.5,1.18,0.1034,259,NA,NA,NA,0,NA,NA,1,1,1.18,NA,0.88,NA,2020
2456,Viresh Sinha,House,0,SC-02,SC-02-sinha_viresh-,sinha,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2188,-0.63,-0.89,-0.62,0.05,0,0,0,NA,-0.870059059,0.5,-0.62,0.0851,419,-0.89,0.1176,264,0,NA,NA,1,0,-0.62,-0.89,0.26,NA,2020
2457,Mark Welch,House,0,SC-03,SC-03-welch_mark-,welch,0,D,NA,NA,mark,SC,SC-03-welch_mark-,-1.081,NA,-1.081,SC03,NA,2191,-0.72,NA,-0.72,0,0,0,0,NA,-0.870059059,0.5,-0.72,0.0308,3788,NA,NA,NA,0,NA,NA,1,0,-0.72,NA,0.24,-0.361,2020
2458,Mark Ali,House,0,SC-05,SC-05-ali_mark-,ali,0,D,NA,NA,mark,SC,SC-05-ali_mark-,-1.087,NA,-1.099,SC05,NA,2194,-1.29,-1.71,-1.23,0.12,0,0,0,NA,-0.870059059,0.5,-1.23,0.0501,935,-1.71,0.031,1443,0,NA,NA,1,0,-1.23,-1.71,0.1,0.203,2020
