row,candidate,chamber,incumbent,stateDist,candStem,lname,generalElec,party,nominateAdj,duckM,fname,state,candStemDIME,recipient.cfscore,dwdime,recipient.cfscore.dyn,district,gen.vote.pct,...1,avgIdeal,idealTwitter,idealWeb,twWeight,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,partyLeader,followersCampaign,followersOfficial,house,rep,webIdeal,twIdeal,prob,diff,year
1065,Lance Gooden,House,1,TX-05,TX-05-gooden_lance-,gooden,1,R,0.751,2.321261376,lance,TX,TX-05-gooden_lance-,1.111,1.582,1.275,TX05,65.33911577,469,1.41,1.53,1.13,0.7,0,0,0,1.19,1.192979756,0.5,1.13,0.0415,811,1.53,0.0069,20885,0,NA,NA,1,1,1.13,1.53,0.92,-0.299,2022
1066,Tartisha Hill,House,0,TX-05,TX-05-hill_tartisha-,hill,1,D,NA,NA,tartisha,TX,TX-05-hill_tartisha-,-0.993,-1.149,-0.993,TX05,34.66088423,1156,-1.18,-1.29,-1.14,0.29,0,0,0,NA,-0.940019876,0.5,-1.14,0.0677,691,-1.29,0.0408,3110,0,NA,NA,1,0,-1.14,-1.29,0.12,0.187,2022
1067,Jake Ellzey,House,1,TX-06,TX-06-ellzey_jake-,ellzey,1,R,0.525,NA,john,TX,TX-06-ellzey_john-,1.586,1.419,1.589,TX06,NA,153,0.7,0.88,0.64,0.24,0,0,1,0.48,0.480291742,0.5,0.64,0.0382,928,0.88,0.0213,3252,0,NA,NA,1,1,0.64,0.88,0.76,0.886,2022
1068,Johnny Teague,House,0,TX-07,TX-07-teague_johnny-,teague,1,R,NA,NA,johnny,TX,TX-07-teague_johnny-,1.465,1.74,1.459,TX07,NA,2282,1.2,NA,1.2,0,0,0,0,NA,0.991787533,0.5,1.2,0.0222,3406,NA,NA,NA,0,NA,NA,1,1,1.2,NA,0.88,0.265,2022
1069,Lizzie Fletcher,House,1,TX-07,TX-07-fletcher_lizzie-,fletcher,1,D,-0.383,-0.624530521,elizabeth,TX,TX-07-fletcher_elizabeth-,-0.775,-1.179,-0.726,TX07,63.79290432,92,-0.65,-0.67,-0.64,0.42,0,0,0,-0.51,-0.512380849,0.5,-0.64,0.033,2361,-0.67,0.0148,19454,0,NA,NA,1,0,-0.64,-0.67,0.26,-0.125,2022
1070,Laura Jones,House,0,TX-08,TX-08-jones_laura-,jones,1,D,NA,NA,laura,TX,TX-08-jones_laura-,-0.924,-0.616,-1.005,TX08,30.97474779,1157,-1.14,-1.11,-1.18,0.61,0,0,0,NA,-0.940019876,0.5,-1.18,0.0751,509,-1.11,0.023,8741,0,NA,NA,1,0,-1.18,-1.11,0.13,0.216,2022
1071,Morgan Luttrell,House,0,TX-08,TX-08-luttrell_morgan-,luttrell,1,R,NA,NA,morgan,TX,TX-08-luttrell_morgan-,1.54,1.427,1.547,TX08,NA,2287,0.84,0.94,0.78,0.37,0,0,0,NA,0.991787533,0.5,0.78,0.0595,422,0.94,0.0237,2748,0,NA,NA,1,1,0.78,0.94,0.8,0.7,2022
1072,Al Green,House,1,TX-09,TX-09-green_al-,green,1,D,-0.439,-1.494528873,alexander,TX,TX-09-green_alexander-,-0.588,-1.303,-0.658,TX09,76.67520338,234,-1.35,-1.4,-1.26,0.66,0,0,0,-1.37,-1.37167897,0.5,-1.26,0.0933,321,-1.4,0.0211,7122,0,NA,NA,1,0,-1.26,-1.4,0.09,0.762,2022
1073,Jimmy Leon,House,0,TX-09,TX-09-leon_jimmy-,leon,1,R,NA,NA,jimmy,TX,TX-09-leon_jimmy-,0.913,NA,0.913,TX09,23.32479662,2294,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2022
1074,Linda Nuno,House,0,TX-10,TX-10-nuno_linda-,nuno,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158,-1.36,-1.62,-1.3,0.18,0,0,0,NA,-0.940019876,0.5,-1.3,0.0916,322,-1.62,0.0579,795,0,NA,NA,1,0,-1.3,-1.62,0.09,NA,2022
1075,Michael McCaul,House,1,TX-10,TX-10-mccaul_michael-,mccaul,1,R,0.426,1.399042756,michael,TX,TX-10-mccaul_michael-,1.111,1.006,0.986,TX10,64.85828049,63,0.88,0.94,0.61,0.81,0,0,0,0.78,0.775548205,0.5,0.61,0.0623,374,0.94,0.0094,18164,0,NA,NA,1,1,0.61,0.94,0.81,0.231,2022
1076,August Pfluger,House,1,TX-11,TX-11-pfluger_august-,pfluger,1,R,0.651,NA,august,TX,TX-11-pfluger_august-,1.427,1.604,1.43,TX11,100,435,1.07,1.09,0.97,0.81,0,0,0,1.09,1.091167183,0.5,0.97,0.0479,568,1.09,0.0074,26666,0,NA,NA,1,1,0.97,1.09,0.86,0.357,2022
1077,Kay Granger,House,1,TX-12,TX-12-granger_kay-,granger,1,R,0.401,1.681438973,kay,TX,TX-12-granger_kay-,0.956,0.944,0.855,TX12,NA,336,0.66,0.51,0.91,0.62,0,0,0,0.93,0.925212688,0.5,0.91,0.0622,364,0.51,0.0143,6563,0,NA,NA,1,1,0.91,0.51,0.75,0.296,2022
1078,Trey Hunt,House,0,TX-12,TX-12-hunt_trey-,hunt,1,D,NA,NA,trey,TX,TX-12-hunt_trey-,-1.055,-1.169,-1.06,TX12,35.72836259,1159,-1.38,-1.4,-1.29,0.79,0,0,0,NA,-0.940019876,0.5,-1.29,0.0844,441,-1.4,0.0136,18230,0,NA,NA,1,0,-1.29,-1.4,0.08,0.325,2022
1079,Kathleen Brown,House,0,TX-13,TX-13-brown_kathleen-,brown,1,D,NA,NA,mary,TX,TX-13-brown_mary-,-1.021,-1.098,-1.021,TX13,24.64632914,1160,-1.26,-1.38,-1,0.69,0,0,0,NA,-0.940019876,0.5,-1,0.09,423,-1.38,0.0184,10521,0,NA,NA,1,0,-1,-1.38,0.1,0.239,2022
1080,Ronny Jackson,House,1,TX-13,TX-13-jackson_ronny-,jackson,1,R,0.769,NA,ronny,TX,TX-13-jackson_ronny-,1.573,1.704,1.568,TX13,75.35367086,471,1.21,1.25,1.16,0.54,0,0,0,1.21,1.213342271,0.5,1.16,0.0453,710,1.25,0.0114,9380,0,NA,NA,1,1,1.16,1.25,0.89,0.363,2022
1081,Mikal Williams,House,0,TX-14,TX-14-williams_mikal-,williams,1,D,NA,NA,mikal,TX,TX-14-williams_mikal-,-0.995,-1.168,-0.994,TX14,NA,1162,-1.26,-1.46,-1.2,0.22,0,0,0,NA,-0.940019876,0.5,-1.2,0.0732,642,-1.46,0.0415,2081,0,NA,NA,1,0,-1.2,-1.46,0.1,0.265,2022
1082,Randy Weber,House,1,TX-14,TX-14-weber_randy-,weber,1,R,0.73,2.362091764,randy,TX,TX-14-weber_randy-,1.085,1.626,1.065,TX14,NA,467,0.99,1.26,0.95,0.13,0,0,0,1.17,1.166508487,0.5,0.95,0.0241,3156,1.26,0.017,5045,0,NA,NA,1,1,0.95,1.26,0.84,0.095,2022
1083,Michelle Vallejo,House,0,TX-15,TX-15-vallejo_michelle-,vallejo,1,D,NA,NA,michelle,TX,TX-15-vallejo_michelle-,-0.908,-0.948,-0.912,TX15,45.67969143,1168,-1.12,-1.13,-1.12,0.36,0,0,0,NA,-0.940019876,0.5,-1.12,0.0425,1458,-1.13,0.0205,9263,0,NA,NA,1,0,-1.12,-1.13,0.13,0.212,2022
1084,Monica De La Cruz Hernandez,House,0,TX-15,TX-15-delacruzhernandez_monica-,dela-cruz,1,R,NA,NA,monica,TX,TX-15-dela-cruz_monica-,1.501,1.196,1.479,TX15,NA,2302,0.96,0.96,0.97,0.74,0,0,0,NA,0.991787533,0.5,0.97,0.0619,443,0.96,0.0109,14466,0,NA,NA,1,1,0.97,0.96,0.83,0.541,2022
1085,Irene Armendariz-Jackson,House,0,TX-16,TX-16-armendarizjackson_irene-,armendariz-jackson,1,R,NA,NA,irene,TX,TX-16-armendariz-jackson_irene-,1.552,1.74,1.551,TX16,36.53651924,2308,1.47,1.52,1.29,0.79,0,0,0,NA,0.991787533,0.5,1.29,0.0416,663,1.52,0.0059,27971,0,NA,NA,1,1,1.29,1.52,0.93,0.082,2022
1086,Veronica Escobar,House,1,TX-16,TX-16-escobar_veronica-,escobar,1,D,-0.421,-1.631951441,veronica,TX,TX-16-escobar_veronica-,-0.482,-1.274,-0.462,TX16,63.46348076,77,-1.23,-1.18,-1.46,0.82,1,0,0,-1.56,-1.555959728,0.5,-1.46,0.0545,676,-1.18,0.0104,34486,0,NA,NA,1,0,-1.46,-1.18,0.11,0.748,2022
1087,Mary Jo Woods,House,0,TX-17,TX-17-woods_maryjo-,woods,1,D,NA,NA,marshall,TX,TX-17-woods_marshall-,-1.159,NA,-1.159,TX17,33.51656699,1170,-1.25,-1.38,-1.18,0.34,0,0,0,NA,-0.940019876,0.5,-1.18,0.0734,509,-1.38,0.038,2938,0,NA,NA,1,0,-1.18,-1.38,0.11,0.091,2022
1088,Pete Sessions,House,1,TX-17,TX-17-sessions_pete-,sessions,1,R,0.592,NA,pete,TX,TX-17-sessions_pete-,1.14,1.257,1.088,TX17,NA,160,1.06,1.06,1.06,0.45,0,0,0,1.05,1.054514656,0.5,1.06,0.0443,863,1.06,0.0141,7757,0,NA,NA,1,1,1.06,1.06,0.86,0.08,2022
1089,Carmen Maria Montiel,House,0,TX-18,TX-18-montiel_carmen-,montiel,1,R,NA,NA,carmen,TX,TX-18-montiel_carmen-,1.424,1.137,1.425,TX18,27.03232707,2312,0.91,1.07,0.73,0.52,0,0,0,NA,0.991787533,0.5,0.73,0.0599,462,1.07,0.0208,5596,0,NA,NA,1,1,0.73,1.07,0.82,0.514,2022
1090,Sheila Jackson Lee,House,1,TX-18,TX-18-jacksonlee_sheila-,lee,1,D,-0.46,-1.650119248,sheila,TX,TX-18-lee_sheila-,-0.351,-1.303,-0.548,TX18,72.96767293,222,-1.31,-1.33,-1.29,0.58,0,0,0,-1.42,-1.420549005,0.5,-1.29,0.0382,1856,-1.33,0.0111,28712,0,NA,NA,1,0,-1.29,-1.33,0.1,0.959,2022
1091,Jodey Arrington,House,1,TX-19,TX-19-arrington_jodey-,arrington,1,R,0.656,2.222664496,jodey,TX,TX-19-arrington_jodey-,1.217,1.43,1.176,TX19,100,438,1.09,1.12,1.06,0.42,0,0,0,1.19,1.186871002,0.5,1.06,0.0303,1598,1.12,0.0106,13132,0,NA,NA,1,1,1.06,1.12,0.86,0.127,2022
1092,Joaquin Castro,House,1,TX-20,TX-20-castro_joaquin-,castro,1,D,-0.4,-1.938112426,joaquin,TX,TX-20-castro_joaquin-,-0.688,-1.12,-0.907,TX20,68.42648507,85,-1.07,-1.11,-0.92,0.78,0,0,0,-1.1,-1.100857524,0.5,-0.92,0.0651,686,-1.11,0.0122,27074,0,NA,NA,1,0,-0.92,-1.11,0.14,0.382,2022
1093,Kyle Sinclair,House,0,TX-20,TX-20-sinclair_kyle-,sinclair,1,R,NA,NA,kyle,TX,TX-20-sinclair_kyle-,1.363,1.721,1.363,TX20,31.57351493,2313,1.15,1.2,1.1,0.54,0,0,0,NA,0.991787533,0.5,1.1,0.0456,606,1.2,0.0132,8026,0,NA,NA,1,1,1.1,1.2,0.87,0.213,2022
1094,Chip Roy,House,1,TX-21,TX-21-roy_chip-,roy,1,R,0.8,2.868818559,chip,TX,TX-21-roy_chip-,1.512,1.782,1.478,TX21,62.84093904,476,1.45,1.51,1.28,0.75,0,1,0,1.5,1.498417477,0.5,1.28,0.0338,993,1.51,0.0056,33094,0,NA,NA,1,1,1.28,1.51,0.93,0.062,2022
1095,Claudia Zapata,House,0,TX-21,TX-21-zapata_claudia-,zapata,1,D,NA,NA,claudia,TX,TX-21-zapata_claudia-,-1.022,-1.169,-1.022,TX21,37.15906096,1176,-1.4,-1.45,-1.16,0.82,0,0,0,NA,-0.940019876,0.5,-1.16,0.0799,460,-1.45,0.0117,23736,0,NA,NA,1,0,-1.16,-1.45,0.08,0.378,2022
1096,Jamie Jordan,House,0,TX-22,TX-22-jordan_jamie-,jordan,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1177,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2022
1097,Troy Nehls,House,1,TX-22,TX-22-nehls_troy-,nehls,1,R,0.623,NA,troy,TX,TX-22-nehls_troy-,1.293,1.255,1.235,TX22,63.65507262,422,1.18,1.43,0.83,0.59,0,0,0,1,0.995463364,0.5,0.83,0.0481,669,1.43,0.0101,10737,0,NA,NA,1,1,0.83,1.43,0.88,0.113,2022
1098,John Lira,House,0,TX-23,TX-23-lira_john-,lira,1,D,NA,NA,john,TX,TX-23-lira_john-,-0.944,-1.1,-0.944,TX23,40.96591024,1179,-1.09,-0.98,-1.13,0.27,0,0,0,NA,-0.940019876,0.5,-1.13,0.0333,2422,-0.98,0.0214,9786,0,NA,NA,1,0,-1.13,-0.98,0.14,0.146,2022
1099,Tony Gonzales,House,1,TX-23,TX-23-gonzales_tony-,gonzales,1,R,0.306,NA,ernest,TX,TX-23-gonzales_ernest-,1.247,0.732,1.378,TX23,NA,134,0.72,0.72,NA,1,0,0,1,0.68,0.67882626,0.5,NA,NA,NA,0.72,0.0067,34549,0,NA,NA,1,1,NA,0.72,0.76,0.527,2022
1100,Beth Van Duyne,House,1,TX-24,TX-24-vanduyne_beth-,vanduyne,1,R,0.577,NA,elizabeth,TX,TX-24-vanduyne_elizabeth-,1.314,1.344,1.347,TX24,59.7488458,159,0.96,1.02,0.7,0.8,0,0,0,0.96,0.961865215,0.5,0.7,0.0472,758,1.02,0.0066,34312,0,NA,NA,1,1,0.7,1.02,0.83,0.354,2022
1101,Jan McDowell,House,0,TX-24,TX-24-mcdowell_jan-,mcdowell,1,D,NA,NA,jan,TX,TX-24-mcdowell_jan-,-1.016,-1.168,-0.973,TX24,40.2511542,1182,-1.1,-1.34,-1,0.3,0,0,0,NA,-0.940019876,0.5,-1,0.0896,477,-1.34,0.0446,2307,0,NA,NA,1,0,-1,-1.34,0.14,0.084,2022
1102,Roger Williams,House,1,TX-25,TX-25-williams_roger-,williams,1,R,0.583,1.984381079,roger,TX,TX-25-williams_roger-,1.219,1.314,1.189,TX25,100,409,0.92,0.92,NA,1,0,0,0,1.02,1.01786213,0.5,NA,NA,NA,0.92,0.0109,12895,0,NA,NA,1,1,NA,0.92,0.82,0.299,2022
1103,Michael Burgess,House,1,TX-26,TX-26-burgess_michael-,burgess,1,R,0.575,2.130467578,michael,TX,TX-26-burgess_michael-,1.234,1.387,1.178,TX26,NA,68,1,1.05,0.9,0.66,0,0,0,0.99,0.990372735,0.5,0.9,0.0393,1127,1.05,0.008,24395,0,NA,NA,1,1,0.9,1.05,0.84,0.234,2022
1104,Maclovio Perez,House,0,TX-27,TX-27-perez_maclovio-,perez,1,D,NA,NA,maclovio,TX,TX-27-perez_maclovio-,-0.88,-1.042,-0.876,TX27,35.5562318,1184,-1.33,NA,-1.33,0,0,0,0,NA,-0.940019876,0.5,-1.33,0.0743,443,NA,NA,NA,0,NA,NA,1,0,-1.33,NA,0.09,0.45,2022
1105,Michael Cloud,House,1,TX-27,TX-27-cloud_michael-,cloud,1,R,0.674,2.289221452,michael,TX,TX-27-cloud_michael-,1.337,1.672,1.383,TX27,NA,446,1.47,1.41,1.5,0.3,0,1,0,1.5,1.498417477,0.5,1.5,0.0242,1321,1.41,0.0133,6309,0,NA,NA,1,1,1.5,1.41,0.93,-0.133,2022
1106,Cassy Garcia,House,0,TX-28,TX-28-garcia_cassy-,garcia,1,R,NA,NA,cassandra,TX,TX-28-garcia_cassandra-,1.535,1.206,1.532,TX28,43.34917654,2331,0.98,1,0.89,0.77,0,0,0,NA,0.991787533,0.5,0.89,0.0761,232,1,0.0129,8829,0,NA,NA,1,1,0.89,1,0.84,0.555,2022
1107,Henry Cuellar,House,1,TX-28,TX-28-cuellar_henry-,cuellar,1,D,-0.228,-0.402120888,roberto,TX,TX-28-cuellar_roberto-,0.332,-0.613,0.196,TX28,NA,46,-0.67,-0.51,-0.77,0.37,0,0,1,-0.35,-0.352535109,0.5,-0.77,0.0429,1577,-0.51,0.019,10342,0,NA,NA,1,0,-0.77,-0.51,0.25,1.002,2022
1108,Robert Schafranek,House,0,TX-29,TX-29-schafranek_robert-,schafranek,1,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2339,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2022
1109,Sylvia Garcia,House,1,TX-29,TX-29-garcia_sylvia-,garcia,1,D,-0.847,-1.368640105,sylvia,TX,TX-29-garcia_sylvia-,-0.454,-1.661,-0.526,TX29,71.40712908,176,-1.24,-1.24,-1.25,0.79,1,0,0,-1.46,-1.457201531,0.5,-1.25,0.0582,795,-1.24,0.0103,33535,0,NA,NA,1,0,-1.25,-1.24,0.11,0.786,2022
1110,James Rodgers,House,0,TX-30,TX-30-rodgers_james-,rodgers,1,R,NA,NA,james,TX,TX-30-rodgers_james-,1.257,NA,1.257,TX30,NA,2345,0.93,NA,0.93,0,0,0,0,NA,0.991787533,0.5,0.93,0.0573,1285,NA,NA,NA,0,NA,NA,1,1,0.93,NA,0.82,0.327,2022
1111,Jasmine Crockett,House,0,TX-30,TX-30-crockett_jasmine-,crockett,1,D,NA,NA,jasmine,TX,TX-30-crockett_jasmine-,-0.945,-1.328,-0.791,TX30,77.47709452,1188,-1.36,-1.48,-1.09,0.7,0,0,0,NA,-0.940019876,0.5,-1.09,0.061,820,-1.48,0.0124,21471,0,NA,NA,1,0,-1.09,-1.48,0.09,0.415,2022
1112,John Carter,House,1,TX-31,TX-31-carter_john-,carter,1,R,0.479,1.890227583,john,TX,TX-31-carter_john-,1.173,1.034,1.192,TX31,NA,365,0.93,0.9,0.97,0.58,0,0,0,1.02,1.021934633,0.5,0.97,0.0461,741,0.9,0.0117,11446,0,NA,NA,1,1,0.97,0.9,0.82,0.243,2022
1113,Antonio Swad,House,0,TX-32,TX-32-swad_antonio-,swad,1,R,NA,NA,antonio,TX,TX-32-swad_antonio-,1.469,1.742,1.469,TX32,NA,2352,1.06,1.06,NA,1,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.06,0.0321,1533,0,NA,NA,1,1,NA,1.06,0.86,0.409,2022
1114,Colin Allred,House,1,TX-32,TX-32-allred_colin-,allred,1,D,-0.437,-0.82076506,colin,TX,TX-32-allred_colin-,-1.003,-1.123,-0.87,TX32,65.35529778,74,-0.68,-0.67,-0.7,0.73,0,0,0,-0.55,-0.54801525,0.5,-0.7,0.0484,1125,-0.67,0.0105,33278,0,NA,NA,1,0,-0.7,-0.67,0.25,-0.323,2022
1115,Marc Veasey,House,1,TX-33,TX-33-veasey_marc-,veasey,1,D,-0.401,-1.09548272,marc,TX,TX-33-veasey_marc-,-0.474,-1.142,-0.647,TX33,73.75813235,83,-0.9,-0.96,-0.84,0.51,0,0,0,-0.59,-0.593830908,0.5,-0.84,0.0446,1513,-0.96,0.015,17470,0,NA,NA,1,0,-0.84,-0.96,0.18,0.426,2022
1116,Patrick Gillespie,House,0,TX-33,TX-33-gillespie_patrick-,gillespie,1,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2354,1.15,NA,1.15,0,0,0,0,NA,0.991787533,0.5,1.15,0.068,340,NA,NA,NA,0,NA,NA,1,1,1.15,NA,0.87,NA,2022
1117,Mayra Flores,House,1,TX-34,TX-34-flores_mayra-,flores,1,R,NA,NA,mayra,TX,TX-34-flores_mayra-,1.55,1.064,1.531,TX34,NA,2357,1.17,1.23,1,0.74,0,0,0,NA,0.991787533,0.5,1,0.0522,492,1.23,0.0097,15535,0,NA,NA,1,1,1,1.23,0.88,0.38,2022
1118,Vicente Gonzalez,House,1,TX-34,TX-34-gonzalez_vicente-,gonzalez,1,D,-0.378,-0.736757081,vicente,TX,TX-34-gonzalez_vicente-,-0.296,-0.969,-0.322,TX34,54.38478061,5,-0.56,-0.59,-0.49,0.66,0,0,1,-0.47,-0.465547066,0.5,-0.49,0.0496,829,-0.59,0.0145,18250,0,NA,NA,1,0,-0.49,-0.59,0.29,0.264,2022
1119,Dan McQueen,House,0,TX-35,TX-35-mcqueen_dan-,mcqueen,1,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2364,0.81,NA,0.81,0,0,0,0,NA,0.991787533,0.5,0.81,0.0723,248,NA,NA,NA,0,NA,NA,1,1,0.81,NA,0.79,NA,2022
1120,Greg Casar,House,0,TX-35,TX-35-casar_greg-,casar,1,D,NA,NA,greg,TX,TX-35-casar_greg-,-0.845,-1.192,-0.871,TX35,NA,498,-1.45,-1.47,-1.38,0.81,1,0,0,-1.56,-1.555959728,0.5,-1.38,0.0779,342,-1.47,0.0136,15852,0,NA,NA,1,0,-1.38,-1.47,0.07,0.605,2022
1121,Brian Babin,House,1,TX-36,TX-36-babin_brian-,babin,1,R,0.708,2.310069582,brian,TX,TX-36-babin_brian-,1.206,1.613,1.195,TX36,69.46020084,460,1.31,1.39,1.11,0.73,0,0,0,1.13,1.130874087,0.5,1.11,0.0401,790,1.39,0.0071,23490,0,NA,NA,1,1,1.11,1.39,0.9,-0.104,2022
1122,Jon Haire,House,0,TX-36,TX-36-haire_jon-,haire,1,D,NA,NA,marvin,TX,TX-36-haire_marvin-,-1.177,-1.11,-1.177,TX36,30.53979916,1205,-1.23,-1.01,-1.24,0.04,0,0,0,NA,-0.940019876,0.5,-1.24,0.0644,828,-1.01,0.1211,345,0,NA,NA,1,0,-1.24,-1.01,0.11,0.053,2022
1123,Jenny Garcia Sharon,House,0,TX-37,TX-37-garcia_jenny-,sharon,1,R,NA,NA,jennifer,TX,TX-37-sharon_jennifer-,1.594,NA,1.62,TX37,NA,2371,1.33,1.46,1.21,0.49,0,0,0,NA,0.991787533,0.5,1.21,0.04,788,1.46,0.0112,8578,0,NA,NA,1,1,1.21,1.46,0.91,0.264,2022
1124,Lloyd Doggett,House,1,TX-37,TX-37-doggett_lloyd-,doggett,1,D,-0.402,-2.037987051,lloyd,TX,TX-37-doggett_lloyd-,-0.785,-1.098,-0.965,TX37,NA,251,-1.08,-1.1,-1.05,0.56,0,0,0,-0.87,-0.868724857,0.5,-1.05,0.0373,2455,-1.1,0.0108,34858,0,NA,NA,1,0,-1.05,-1.1,0.14,0.295,2022
1125,Diana Martinez Alexander,House,0,TX-38,TX-38-martinez_diana-,martinez-alexander,1,D,NA,NA,diana,TX,TX-38-martinez-alexander_diana-,-1.041,-1.161,-1.041,TX38,NA,1210,-1.23,NA,-1.23,0,0,0,0,NA,-0.940019876,0.5,-1.23,0.0699,476,NA,NA,NA,0,NA,NA,1,0,-1.23,NA,0.11,0.189,2022
1126,Wesley Hunt,House,0,TX-38,TX-38-hunt_wesley-,hunt,1,R,NA,NA,wesley,TX,TX-38-hunt_wesley-,1.47,1.375,1.479,TX38,NA,2378,1.2,1.22,1.16,0.74,0,0,0,NA,0.991787533,0.5,1.16,0.0488,621,1.22,0.0084,19879,0,NA,NA,1,1,1.16,1.22,0.88,0.27,2022
1127,Blake Moore,House,1,UT-01,UT-01-moore_blake-,moore,1,R,0.357,NA,blake,UT,UT-01-moore_blake-,0.854,0.855,0.85,UT01,NA,25,0.68,0.54,0.76,0.37,0,0,0,0.84,0.844780755,0.5,0.76,0.031,1794,0.54,0.0109,11734,0,NA,NA,1,1,0.76,0.54,0.75,0.174,2022
1128,Rick Jones,House,0,UT-01,UT-01-jones_rick-,jones,1,D,NA,NA,rick,UT,UT-01-jones_rick-,-0.888,NA,-1.141,UT01,33.0252984,1212,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2022
1129,Chris Stewart,House,1,UT-02,UT-02-stewart_chris-,stewart,1,R,0.51,1.890674487,chris,UT,UT-02-stewart_chris-,1,1.116,1.017,UT02,NA,371,1.04,1.08,0.97,0.59,0,0,0,0.97,0.974082723,0.5,0.97,0.0505,677,1.08,0.0116,11086,0,NA,NA,1,1,0.97,1.08,0.85,-0.04,2022
1130,Jay McFarland,House,0,UT-02,UT-02-mcfarland_jay-,mcfarland,1,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,0.29,0.45,0.14,0.47,0,0,0,NA,0,0.5,0.14,0.0606,467,0.45,0.0726,4652,0,NA,NA,1,0,0.14,0.45,0.61,NA,2022
1131,Nick Mitchell,House,0,UT-02,UT-02-mitchell_nick-,mitchell,1,D,NA,NA,nicholas,UT,UT-02-mitchell_nicholas-,-0.985,-0.73,-0.985,UT02,36.29019321,1213,-1.31,-1.24,-1.33,0.23,0,0,0,NA,-0.940019876,0.5,-1.33,0.0302,3079,-1.24,0.0195,10011,0,NA,NA,1,0,-1.33,-1.24,0.1,0.325,2022
1132,Glenn Wright,House,0,UT-03,UT-03-wright_glenn-,wright,1,D,NA,NA,glenn,UT,UT-03-wright_glenn-,-0.829,-0.654,-0.897,UT03,31.43953055,1214,-0.99,NA,-0.99,0,0,0,0,NA,-0.940019876,0.5,-0.99,0.0812,536,NA,NA,NA,0,NA,NA,1,0,-0.99,NA,0.16,0.161,2022
1133,John Curtis,House,1,UT-03,UT-03-curtis_john-,curtis,1,R,0.494,1.908316609,john,UT,UT-03-curtis_john-,0.757,0.9,0.794,UT03,NA,30,0.66,0.63,0.68,0.31,0,0,0,0.86,0.864125144,0.5,0.68,0.03,1508,0.63,0.014,7624,0,NA,NA,1,1,0.68,0.63,0.75,0.097,2022
1134,Burgess Owens,House,1,UT-04,UT-04-owens_burgess-,owens,1,R,0.441,NA,burgess,UT,UT-04-owens_burgess-,1.443,1.139,1.435,UT04,NA,352,0.84,0.81,0.92,0.71,0,0,0,0.94,0.937430197,0.5,0.92,0.0428,733,0.81,0.0088,19894,0,NA,NA,1,1,0.92,0.81,0.8,0.603,2022
1135,Darlene McDonald,House,0,UT-04,UT-04-mcdonald_darlene-,mcdonald,1,D,NA,NA,darlene,UT,UT-04-mcdonald_darlene-,-1.008,-1.135,-0.991,UT04,34.63300336,1215,-1.19,NA,-1.19,0,0,0,0,NA,-0.940019876,0.5,-1.19,0.0442,1532,NA,NA,NA,0,NA,NA,1,0,-1.19,NA,0.12,0.182,2022
1136,January Walker,House,0,UT-04,UT-04-walker_january-,walker,1,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,0.3,0.43,0.05,0.66,0,0,0,NA,0,0.5,0.05,0.0463,1091,0.43,0.0309,23255,0,NA,NA,1,0,0.05,0.43,0.62,NA,2022
1137,Herb Jones,House,0,VA-01,VA-01-jones_herb-,jones,1,D,NA,NA,herbert,VA,VA-01-jones_herbert-,-1.018,-0.913,-1.021,VA01,43.42308225,517,-0.97,-1.05,-0.92,0.35,0,0,0,NA,-0.940019876,0.5,-0.92,0.0519,1260,-1.05,0.0237,7473,0,NA,NA,1,0,-0.92,-1.05,0.17,-0.048,2022
1138,Rob Wittman,House,1,VA-01,VA-01-wittman_rob-,wittman,1,R,0.445,1.916731708,robert,VA,VA-01-wittman_robert-,0.946,0.87,0.996,VA01,56.57691775,356,0.73,0.82,0.71,0.19,0,0,0,0.92,0.917067682,0.5,0.71,0.0217,3025,0.82,0.0144,7801,0,NA,NA,1,1,0.71,0.82,0.77,0.216,2022
